CycleNo,Navg
707072,-5633.233332
707768,-5390.983840
708500,-4003.109712
708676,-4003.109712
708965,-4586.130670
712462,-6665.733820
712552,-4858.605752
713236,-4127.787676
713624,-7004.735571
714689,-4127.787676
715093,-5922.427369
715216,-4936.495298
715383,-5363.641214
715575,-4716.791210
715926,-5321.124615
716170,-4066.826848
716417,-5718.900788
717280,-6204.217379
718233,-5250.531100
719340,-5168.574948
720869,-4571.097563
720983,-4717.258328
720985,-4982.066323
722237,-5390.630365
726188,-5321.271388
728767,-5423.602488
729236,-4930.863544
729318,-6224.375601
729604,-5834.294568
730149,-6596.245749
731858,-5707.668524
731962,-5274.052524
733180,-4846.878333
733366,-5171.830028
733621,-5092.163834
734402,-5976.510440
734513,-4631.370220
734617,-4825.582415
735380,-4927.133872
735545,-4630.288375
736853,-6247.584712
742763,-6493.241571
744221,-4057.135487
744268,-4057.135487
745125,-4432.772702
745202,-4977.628826
745863,-5692.773185
746217,-4915.574962
746462,-7006.171013
746799,-4376.769211
748150,-4230.043177
749526,-4977.940214
749794,-4230.619768
750560,-4639.074728
753441,-4639.074728
753981,-5599.915597
754720,-5696.343259
754930,-5832.632189
755462,-6210.239823
756627,-5370.092273
756986,-6779.972186
758388,-5152.154914
763939,-5672.682947
765260,-4460.758558
765722,-5659.724694
766777,-5258.470821
766893,-4481.665113
766900,-5398.067671
767101,-4329.978898
767267,-3736.074664
767371,-4460.758558
767612,-6038.113253
768471,-6468.747316
768585,-5646.448344
768999,-4275.865821
769779,-4275.865821
769911,-6199.795040
770746,-4942.199244
770968,-5654.905929
771169,-5451.594042
774025,-5778.339897
774369,-4067.847259
774460,-4067.847259
775103,-6008.203612
775926,-6388.978848
776139,-4704.840255
776651,-6892.182515
778239,-5499.329730
779191,-4729.557652
779759,-4354.891935
779913,-4354.891935
780359,-5905.431738
780516,-5130.825858
780915,-6066.677908
782128,-4714.562831
782229,-4870.381464
782745,-6855.646517
782843,-3993.177494
783016,-3993.177494
784767,-6185.271159
785613,-6512.246975
786842,-4950.267212
787636,-5417.568447
789876,-4864.179369
790381,-3992.887557
791299,-3992.887557
791744,-5507.256501
795346,-5380.525071
796006,-6189.073499
796284,-4724.646049
797399,-4141.291021
797516,-5450.438922
797555,-4139.975174
799170,-4562.021970
799468,-5438.264481
799774,-6802.957569
800262,-4862.315318
800386,-4560.683933
800679,-5922.850651
801661,-5581.497836
801882,-5823.094857
802118,-5436.340385
802359,-5861.956173
803236,-5625.511700
805685,-5928.740124
806412,-5181.903599
806696,-3627.244657
807743,-7040.287790
807983,-3628.268399
810820,-4626.166100
811279,-4626.166100
818041,-4650.294934
819296,-5106.879350
821314,-5334.533512
821664,-4327.465254
822362,-4327.465254
824840,-4998.643350
825653,-5508.060326
827255,-4655.776695
828678,-4659.186156
829126,-4421.547102
829208,-5647.287113
829648,-5000.091608
829934,-4411.871824
830077,-4712.958158
830548,-4659.186156
831307,-4712.958158
832061,-5820.858300
836869,-5103.818681
836923,-6018.341985
839612,-4412.133604
839821,-4307.908175
841278,-4627.090258
841565,-4627.090258
843698,-5293.362618
843951,-6580.233384
845753,-5292.347589
845808,-6953.577921
846388,-4314.178994
847174,-4677.135799
847617,-4468.462521
848358,-4321.233950
848528,-4838.028249
849157,-5135.491568
849302,-5292.881508
850327,-5816.090608
851437,-5314.673858
852826,-4792.349964
853608,-4179.444656
853747,-4179.444656
853907,-5037.741891
854822,-5224.926389
854991,-4792.349964
855625,-5286.304248
856944,-4838.964031
857270,-4556.154625
857606,-7246.131808
859327,-4561.331246
860603,-4515.406974
861060,-4640.954297
861836,-4640.954297
861969,-4515.406974
862841,-5767.644496
863941,-5678.326918
864600,-5190.478785
864744,-6124.315882
864751,-5865.843497
866594,-5763.828073
866906,-4911.518032
867336,-6037.366342
870707,-5544.673155
870796,-6548.640992
871577,-5316.296940
872834,-3743.312476
873374,-5928.856693
874588,-3740.120020
875416,-4521.672525
876335,-5222.939152
878468,-5090.776670
878950,-6145.881517
881202,-4678.337168
882138,-5965.865415
882679,-3276.808164
882906,-4171.453994
885969,-4819.258835
886674,-4819.258835
887253,-5160.499113
888449,-5960.399705
888777,-5954.806735
888845,-4587.936683
889280,-6092.506396
890510,-4879.026138
891577,-4239.634361
891738,-4879.026138
892897,-4239.634361
893263,-4683.152072
893959,-4779.866555
894093,-4577.884490
894481,-3755.778302
895342,-5679.662364
895488,-5316.865453
898006,-6404.805297
898572,-6313.767061
900498,-4661.610683
901292,-3977.703140
901297,-3977.703140
902199,-4934.063558
902648,-6370.959433
904534,-3742.614466
904631,-4661.356227
904918,-3902.654261
904996,-5535.755053
905055,-4850.038339
905183,-4549.374949
905284,-4850.038339
905837,-4831.376635
906771,-4549.374949
907240,-3959.916552
907765,-3959.916552
910765,-6220.531199
912784,-4842.218830
913756,-6375.189923
914760,-4967.761605
916301,-6644.164317
917075,-7461.339109
918412,-4348.370125
918912,-4348.370125
919759,-4392.139564
920471,-5237.036454
921045,-5667.217563
921106,-6147.509875
922099,-4363.496291
922311,-4994.694847
922358,-6022.851215
923071,-4722.363621
923492,-4733.753209
925166,-4364.327773
925471,-4732.921728
927346,-5912.146324
927415,-6316.932378
928999,-4818.331163
929066,-4919.356798
930303,-5247.613693
931049,-6675.962542
931056,-4639.123774
931124,-5857.379569
931466,-4639.123774
932221,-6738.319811
932888,-5816.067105
933076,-6876.113306
934209,-6860.685503
935492,-5248.491973
935520,-4473.438909
936863,-5809.124996
938180,-5338.288389
939323,-4473.438909
941330,-5306.347122
942500,-5089.063644
948722,-5895.397826
949460,-5303.811504
950049,-6006.588870
950099,-5651.428690
950307,-5292.609943
950844,-5973.879591
952381,-5087.026859
952538,-5794.163081
952764,-6901.762053
954363,-5013.897135
957769,-5013.897135
959236,-5284.302554
959341,-6288.021157
960601,-5216.306202
961959,-4597.592747
963897,-4973.403542
964438,-4090.824522
965068,-4090.824522
966392,-4597.592747
966751,-6303.981518
969934,-4115.846946
970115,-6054.342020
971407,-4116.608258
973172,-5915.956975
974568,-4576.856738
975712,-4948.717584
976395,-4977.061015
980279,-4977.061015
981653,-4339.497382
982431,-4339.497382
986979,-6158.196529
988419,-6035.290021
989549,-4699.466672
990439,-4740.057761
990737,-4964.337220
991350,-4964.337220
991483,-5537.131837
991809,-4949.984598
993575,-5483.237977
994832,-4745.177782
997357,-4212.639770
997445,-6143.132150
998376,-4204.136671
999051,-4697.167484
1002204,-5320.090130
1003798,-5578.915394
1004513,-4137.469357
1007634,-5693.519864
1008766,-5485.453982
1009628,-3134.524062
1010020,-3134.524062
1011518,-5210.939856
1012223,-6389.231189
1017002,-5599.602507
1019139,-5209.944469
1019378,-5962.369554
1021123,-6314.859872
1024138,-4810.094435
1024551,-5015.372439
1027008,-4810.572039
1027626,-5014.894834
1028604,-7296.460860
1030457,-5630.555030
1033068,-5947.968596
1033218,-5630.555030
1033356,-5061.274233
1034658,-5397.962201
1039146,-4463.205261
1039315,-4463.205261
1041605,-6337.902285
1041670,-6577.670082
1042141,-4281.266029
1042550,-7464.494934
1042910,-6459.344495
1042916,-6519.496832
1043719,-4285.221309
1047052,-4235.987458
1048376,-4235.987458
1048811,-4773.551821
1049002,-4293.261738
1049383,-4293.261738
1049887,-6132.517319
1050450,-7326.473346
1052629,-6419.227509
1052659,-5281.013053
1056503,-5056.244615
1058237,-5059.706690
1058750,-4775.944966
1059658,-4576.192412
1059768,-4073.990793
1060554,-4185.162090
1060614,-4075.216937
1060910,-4583.586357
1061258,-4799.582044
1061640,-4772.371723
1063325,-4799.582044
1063767,-4815.077873
1064819,-4836.843426
1064860,-4836.843426
1064988,-6081.355770
1066250,-4769.948513
1068056,-5717.760512
1068127,-5415.811094
1068161,-5085.986239
1069518,-6537.577588
1069733,-5593.828473
1071789,-5729.487500
1071824,-6059.343677
1073369,-5161.894885
1074303,-7265.419958
1074812,-4802.298334
1074942,-4513.753356
1076869,-4070.713999
1076987,-5368.243486
1078051,-4636.663740
1078420,-4090.686742
1078459,-6560.938756
1079575,-5349.330024
1079595,-5016.283171
1080427,-4267.134266
1080541,-4647.680241
1080800,-4258.867950
1081391,-5809.175441
1084004,-3748.364144
1084475,-3748.364144
1086325,-4541.944136
1086519,-5018.186775
1086929,-4243.269453
1087537,-6834.592250
1087667,-4242.705287
1088645,-6616.226676
1088790,-5010.785865
1091489,-4526.402238
1092230,-4697.722639
1092578,-4891.468670
1092966,-4217.240356
1093025,-4217.240356
1094298,-3720.436047
1096581,-5561.644652
1097028,-4977.589275
1097051,-5446.093025
1097467,-5077.200658
1100327,-4858.427483
1101085,-5870.864219
1101274,-6086.596032
1102194,-5458.140322
1102505,-5497.418274
1103316,-5460.385872
1105749,-4984.505210
1105979,-5658.662325
1106270,-4855.202717
1106301,-4687.663227
1106812,-4687.663227
1107298,-4451.076900
1107966,-5380.446475
1108185,-4451.076900
1109894,-4920.038921
1110623,-5380.446475
1110823,-5495.345399
1113465,-5748.848772
1116386,-4871.712377
1116784,-7078.826477
1117215,-5749.810347
1117459,-4170.220671
1117690,-5062.796332
1118858,-3914.051845
1118970,-3914.051845
1119042,-5567.945171
1119438,-3897.963002
1120019,-4920.185326
1120200,-3896.883640
1120833,-5625.308183
1122032,-5084.646449
1122382,-5665.708306
1127219,-6466.225464
1128544,-5516.915144
1131786,-5548.011141
1135591,-5689.721378
1135592,-5089.384148
1136389,-5096.938642
1137439,-4923.116592
1137616,-4124.246888
1137662,-4124.246888
1137931,-4080.627037
1137934,-4080.627037
1138751,-5678.959018
1139598,-6591.880764
1139931,-6379.044843
1141602,-5151.379153
1144790,-4557.598495
1146498,-5744.241857
1147084,-5666.201363
1147691,-5190.427368
1151021,-3505.920430
1152248,-3505.920430
1152829,-4547.079934
1156355,-4737.280606
1157080,-4612.301970
1158159,-4071.849885
1158323,-4071.849885
1158555,-5151.323517
1159664,-5757.832905
1160468,-4959.932359
1162972,-5498.289058
1165782,-4289.901198
1166055,-4289.901198
1168032,-4959.932359
1169360,-5670.334141
1172389,-5662.360173
1174969,-6293.433684
1176490,-5222.351308
1176805,-5048.174917
1177255,-6506.612945
1178399,-4110.045006
1178783,-6407.965531
1179826,-4663.953599
1179862,-4874.198827
1180227,-4499.912911
1180562,-4609.448135
1180690,-5796.821144
1181311,-4778.955885
1181467,-4769.505301
1182239,-4779.503949
1182240,-5597.520489
1182970,-5178.133767
1183057,-3887.761439
1183552,-3887.761439
1184866,-5770.148846
1185506,-4825.413273
1186704,-5180.330353
1187629,-6566.282185
1190191,-6164.941932
1196017,-5526.767466
1198061,-5526.767466
1206095,-5176.932116
1207331,-4109.312191
1207986,-4109.312191
1210035,-5533.537273
1213719,-5415.521600
1214792,-4258.530917
1214984,-4961.842662
1215849,-6024.779138
1217689,-4216.366298
1218858,-4216.366298
1221335,-5743.360417
1222932,-6537.759647
1224768,-5678.483732
1233083,-3350.632065
1233233,-2875.387577
1234505,-5476.659042
1235472,-3621.831283
1235563,-4362.515165
1235580,-3623.420869
1235766,-5313.540007
1235894,-4360.925579
1236735,-6658.975971
1237007,-5863.466087
1237520,-5619.440658
1238362,-5776.726467
1239096,-5162.773247
1239612,-6498.555804
1239673,-5076.080027
1240409,-5493.098327
1242403,-5820.429101
1242787,-4377.621805
1242926,-4377.621805
1244285,-5395.133466
1246162,-5081.833077
1247110,-4988.772617
1247826,-4690.033944
1250721,-6159.097055
1251314,-4690.483809
1252764,-5163.544547
1253452,-5595.986722
1253532,-6080.676779
1254210,-3972.593926
1254655,-4053.212077
1254808,-5536.614328
1255062,-4552.235455
1255308,-4965.625856
1257234,-4621.192682
1257811,-4134.441458
1258411,-3568.309650
1258555,-4503.005309
1258877,-4143.768575
1258979,-3560.741861
1259617,-4992.572233
1260413,-3208.230256
1260668,-3650.921974
1261038,-6108.299736
1261090,-4502.289576
1261132,-4247.050705
1262385,-4983.966747
1264416,-3718.892138
1266037,-3718.892138
1266770,-6348.971331
1270233,-5370.991568
1272445,-5882.552291
1273050,-4127.471022
1273227,-4988.569941
1273296,-4127.471022
1274282,-6408.341167
1274615,-6671.892024
1274742,-5379.342698
1274822,-4472.092094
1276419,-4472.092094
1277794,-5840.165990
1278763,-6065.763529
1280929,-6369.738605
1281189,-4252.821290
1281542,-4252.821290
1282502,-4990.966327
1282781,-6238.632141
1284136,-4368.503973
1284627,-4065.480331
1284970,-5598.999191
1285319,-5233.400914
1289140,-5598.999191
1290735,-5192.180376
1292133,-5233.400914
1293851,-4063.886885
1295238,-5329.244061
1295977,-4066.137268
1296709,-5140.603138
1300049,-7059.598384
1302085,-4571.041187
1304082,-4995.435288
1304187,-5108.206595
1306299,-4569.449632
1307144,-5783.601954
1308208,-6625.399763
1308356,-6068.227293
1308787,-3663.029317
1309060,-5454.823787
1309227,-5442.139845
1309911,-3659.922686
1311091,-6438.190889
1312614,-5211.742015
1314388,-5441.020567
1317396,-6304.438378
1319145,-5214.199358
1321021,-5202.710110
1321126,-5327.958919
1321514,-5243.264978
1323172,-5438.963818
1325105,-5175.196967
1326580,-6291.189423
1327773,-6873.075286
1328106,-4385.413663
1329384,-4385.413663
1329884,-6318.621521
1330421,-4598.251317
1332358,-4598.251317
1332540,-4127.569867
1332882,-4127.569867
1334037,-5796.489566
1335951,-3776.191015
1336186,-3711.943689
1336197,-3776.191015
1336516,-3711.943689
1337005,-4500.808738
1338409,-4500.808738
1340818,-4998.665298
1343739,-4944.286672
1344056,-4944.286672
1346297,-5720.381860
1348980,-5570.481902
1351862,-5031.758330
1352764,-6372.741559
1353046,-5264.187606
1354557,-5031.758330
1355046,-4965.498129
1357811,-4998.665298
1358393,-4934.019961
1360193,-4934.019961
1360274,-5796.489566
1361261,-3716.880377
1361389,-3716.880377
1361426,-4399.454260
1363168,-6404.168058
1363951,-4628.725316
1365679,-5328.502289
1369040,-4049.035056
1369119,-5483.894664
1370193,-5182.664101
1371669,-4291.230139
1372470,-4139.035163
1372700,-6821.450209
1376219,-6407.804161
1376488,-5847.735398
1377584,-4803.321751
1379154,-5386.486238
1379559,-6044.859581
1380723,-5265.544143
1380873,-4709.590675
1381478,-5345.275962
1382083,-4197.927426
1382628,-6307.126004
1385555,-6089.244725
1386072,-6635.831809
1388414,-6692.318357
1388912,-4793.641144
1389068,-4302.089354
1389991,-4302.089354
1393647,-6531.325740
1394183,-5930.353219
1394893,-4869.892575
1395593,-4572.335788
1396688,-4466.814921
1397795,-6137.881800
1400145,-4205.532915
1400174,-6692.860953
1400369,-4423.456455
1400586,-6928.323625
1400642,-5306.915312
1401563,-6099.638293
1402036,-4238.839000
1405815,-4552.361665
1407650,-4434.410716
1407871,-4434.410716
1409077,-6866.532058
1412207,-6445.678180
1416571,-5863.789404
1416663,-6728.630069
1425652,-5645.189405
1434712,-4757.475016
1435809,-7470.949355
1438589,-5403.975311
1439939,-4334.998452
1441013,-4334.998452
1442226,-4984.294808
1442267,-4984.294808
1442307,-4322.017710
1443012,-4322.017710
1445949,-5152.176674
1446275,-5398.006213
1450148,-5645.798390
1457458,-3927.183827
1457565,-3927.183827
1459505,-6059.379417
1463041,-5297.037460
1468562,-5511.921165
1471789,-6067.828770
1473217,-3906.254354
1473752,-3906.254354
1481188,-6304.349435
1483705,-5511.921165
1486504,-5652.213253
1487456,-6323.878086
1490453,-6229.628895
1491214,-5649.991293
1496480,-5513.823348
1497403,-6047.445052
1497940,-5556.950215
1499022,-4232.914568
1499366,-4232.914568
1501155,-4156.541655
1502106,-4156.541655
1504458,-4551.874029
1505393,-4551.874029
1511054,-5981.478546
1511245,-6163.200779
1512055,-4188.105272
1512899,-4288.378510
1513200,-4649.026975
1513993,-4649.026975
1514122,-4949.908740
1519588,-6142.853482
1519969,-4459.854071
1520118,-3954.515866
1520131,-3954.515866
1521079,-7067.227859
1521706,-4459.315690
1522200,-5517.960263
1522364,-4950.430154
1525904,-6419.477630
1528169,-5972.606393
1528686,-4373.954330
1529289,-4373.954330
1531212,-5517.438849
1531223,-5513.820627
1531350,-5186.299756
1532193,-6197.365128
1533423,-6300.109243
1540472,-5982.701054
1542439,-6561.931403
1544719,-4148.918772
1545885,-5090.467979
1546143,-4148.324676
1546272,-4597.002414
1546692,-4967.782656
1548274,-5141.986123
1548290,-4597.002414
1549197,-5115.252447
1551166,-4655.784303
1551833,-4655.784303
1555607,-5070.352148
1556406,-5115.252447
1556802,-4406.134898
1556833,-5075.930392
1559633,-4400.556653
1564405,-4494.594748
1565953,-7201.260617
1566963,-5856.209389
1572055,-6833.777369
1574773,-5271.945194
1575544,-4491.761233
1575972,-5607.787232
1576674,-5540.223700
1577613,-6851.532083
1579698,-6145.577064
1582446,-5691.821163
1585901,-3756.274449
1587537,-3756.274449
1589158,-3489.144206
1589371,-3489.144206
1591938,-5728.364819
1592675,-4400.296414
1593047,-4400.296414
1595784,-4746.902462
1597075,-6586.938911
1597788,-4746.902462
1598846,-4546.894247
1599324,-3768.049902
1599744,-4230.999183
1604810,-4546.894247
1606804,-4508.865702
1607745,-4508.865702
1611512,-5920.038759
1612201,-4463.264428
1612351,-4343.559140
1612751,-6626.681227
1614269,-4251.244114
1614381,-4251.244114
1615131,-6277.962182
1616212,-6566.178727
1616337,-6218.263131
1627849,-6054.434605
1633109,-4846.507442
1635221,-6658.014349
1635662,-4787.180397
1635898,-4787.180397
1637607,-5732.684111
1638119,-6561.013477
1638600,-4848.179082
1639211,-7223.957638
1639652,-5789.660478
1639804,-6055.594008
1639907,-6136.992568
1640375,-4761.699351
1652407,-5750.774248
1653598,-4257.446282
1654106,-4257.446282
1656978,-4376.681396
1660190,-4219.559263
1663821,-4054.056443
1664156,-4054.056443
1665245,-6581.506218
1666520,-4178.601346
1667936,-4178.601346
1670574,-5474.896681
1674729,-6395.641798
1675546,-5113.923867
1675629,-4652.282843
1676176,-6224.544521
1677742,-4640.027408
1678845,-5088.971616
1678848,-6552.077196
1682278,-2948.749495
1682548,-2948.749495
1684596,-5127.899977
1684796,-4558.692103
1685156,-4558.692103
1688875,-5437.706441
1690287,-3953.156630
1690549,-3953.156630
1691921,-4046.458646
1693737,-4907.034886
1694101,-4267.323737
1695250,-4693.467254
1697083,-4693.467254
1699775,-4898.892733
1701170,-5437.706441
1703187,-4898.892733
1704229,-4852.256143
1704799,-4602.960090
1707700,-4602.960090
1708470,-6136.585869
1710798,-4852.256143
1711360,-4172.926772
1711538,-4172.926772
1712821,-4264.909170
1713177,-4264.909170
1717730,-4723.042539
1718028,-5119.747744
1719838,-5981.964626
1721372,-5120.568738
1722432,-5140.144776
1727100,-6360.048793
1729413,-4970.009814
1730080,-5215.103072
1730938,-6240.404999
1732498,-5326.516945
1740526,-4208.049855
1741263,-4208.049855
1744115,-4978.429905
1747067,-7361.479539
1748502,-6406.279483
1752020,-5153.951768
1755512,-4514.313031
1755527,-5322.228013
1755810,-6608.748891
1755934,-4516.632665
1756516,-4761.222662
1762639,-3186.205521
1762963,-3186.205521
1763030,-4841.181544
1763155,-5479.235880
1763710,-4839.596244
1771109,-4103.993905
1771235,-4103.993905
1773621,-6850.433679
1774890,-6311.777561
1774952,-6305.151670
1776113,-5388.288947
1779990,-5407.979203
1781311,-6052.010983
1782963,-4883.037957
1787094,-4704.402599
1788974,-5215.821850
1801252,-4703.962048
1804263,-6225.580372
1807330,-5079.411989
1809328,-5463.619576
1811473,-4526.987142
1812098,-6188.824386
1813651,-4526.987142
1816893,-3487.287057
1816987,-5291.404644
1817078,-3840.212828
1817163,-4497.170240
1819113,-4497.170240
1819649,-6926.458182
1827003,-5426.389993
1828035,-4235.313409
1828266,-4235.313409
1833934,-5099.485228
1835927,-5221.393691
1836309,-4441.700926
1837697,-5433.239802
1837997,-5789.225630
1838942,-4434.851117
1845746,-6311.112370
1851097,-4713.751194
1851751,-4197.127713
1852187,-4713.751194
1852474,-4197.127713
1853208,-4951.665666
1859167,-5219.890580
1860075,-5139.656799
1861247,-5078.313180
1863597,-6283.893331
1864730,-4945.287994
1866572,-5078.313180
1871930,-3858.138337
1872580,-3858.138337
1873601,-5025.347516
1874068,-5131.953448
1875738,-5131.953448
1876944,-6105.300118
1877260,-6475.204143
1877418,-6003.221118
1878842,-5696.907488
1882248,-4307.520595
1885220,-4307.520595
1888527,-5431.084712
1890165,-5691.744782
1890929,-4228.319846
1891277,-4228.319846
1892103,-6965.695813
1893597,-3884.629471
1894028,-6096.221469
1894765,-3885.189271
1895248,-5257.444972
1896049,-4467.886117
1897423,-6270.293716
1901460,-3765.361048
1902090,-3765.361048
1902132,-4334.218100
1903674,-4334.218100
1905962,-6852.621023
1906495,-4730.451121
1906707,-4851.940223
1907931,-4851.940223
1909490,-4729.070043
1910629,-7035.581721
1910816,-4733.890899
1911082,-4720.382616
1911536,-7086.901146
1911549,-4324.741681
1911990,-4324.741681
1913019,-7078.648399
1915474,-5040.947829
1916121,-4451.224857
1916384,-6596.274417
1917394,-4751.112064
1917870,-4451.739116
1923870,-4493.738395
1924353,-5673.628166
1924529,-4236.243059
1924638,-4191.544935
1924781,-4334.247031
1925033,-4093.540964
1925141,-4493.738395
1925789,-4174.045781
1926274,-4752.137508
1927833,-4173.020337
1928646,-4395.897636
1928920,-4041.761857
1929378,-4397.458042
1930029,-4303.534303
1930765,-6473.568727
1931020,-4162.017892
1931917,-4162.017892
1933582,-3994.154531
1933629,-3994.154531
1936982,-6396.337930
1937245,-5600.002020
1938032,-6282.197496
1939181,-4007.188697
1939376,-3800.618128
1940237,-4917.645887
1943311,-6331.706214
1944303,-4538.785226
1945918,-5995.099412
1946040,-5676.243422
1946927,-3936.028532
1947507,-3936.028532
1949086,-3813.719799
1949170,-4502.350647
1949357,-4649.477952
1949633,-4920.651027
1949888,-5258.824185
1951452,-5079.710763
1951929,-4982.826188
1953383,-4286.977031
1954036,-6348.815661
1954166,-4286.977031
1954583,-3704.954519
1954610,-4650.280890
1954690,-4650.280890
1955453,-3704.954519
1957016,-6833.947521
1961701,-5675.033016
1962110,-6122.322008
1962531,-6305.770359
1962760,-7085.477907
1964227,-5357.933893
1964819,-6409.649795
1964976,-6201.749813
1970608,-5154.243568
1971882,-4907.003409
1973692,-4974.788122
1974989,-4907.003409
1975999,-6440.040589
1976427,-5197.763250
1978187,-7227.961294
1979960,-4940.005940
1981741,-4110.274998
1981916,-2158.142337
1985745,-4422.794116
1988923,-5328.590815
1989085,-4422.794116
1989727,-3390.296850
1990088,-3390.296850
1996527,-4619.044299
1997160,-5112.643547
2000612,-4619.044299
2003998,-5312.715594
2005703,-5328.590815
2006404,-6699.072142
2006724,-5677.614214
2012008,-7254.305370
2012304,-4634.925420
2012306,-6766.531663
2015186,-5113.818567
2017961,-4637.808300
2019564,-4463.789961
2019785,-4441.956819
2020912,-4343.237962
2020996,-5404.475190
2021513,-4343.237962
2022425,-4903.207845
2022596,-6895.925182
2027186,-5942.347754
2029537,-4712.003942
2029701,-5697.940603
2029987,-5264.614505
2031344,-4255.463394
2034288,-4902.242687
2035078,-4471.340027
2036288,-4471.340027
2037097,-6002.200382
2037527,-4471.326464
2037528,-4401.201800
2037751,-6209.151750
2039111,-5178.681319
2041672,-5211.473221
2041995,-4348.581085
2042270,-4348.581085
2042762,-4616.611430
2046155,-4616.611430
2046259,-4627.390124
2047417,-4627.390124
2048227,-4297.976607
2049522,-5647.825306
2050646,-5177.939604
2051693,-4297.578831
2053239,-4480.454550
2054211,-4480.454550
2054237,-6547.231933
2054415,-6538.292223
2055826,-4501.542065
2057063,-4501.542065
2057723,-5448.095503
2059828,-6630.324490
2061108,-5555.954965
2061290,-5328.030861
2063579,-3968.200813
2063853,-3968.200813
2063942,-4585.137715
2064646,-6666.508300
2067866,-5021.957021
2069148,-4585.137715
2069279,-4065.385590
2069428,-4065.385590
2071032,-7273.583136
2071837,-5053.675646
2073226,-4112.549342
2073276,-5333.473937
2073468,-4112.549342
2074160,-5404.324729
2074898,-4058.639348
2074920,-4058.639348
2077959,-6100.547843
2078874,-6379.314319
2080075,-5017.606680
2080168,-4400.155977
2080554,-4774.811385
2080620,-4400.155977
2080762,-5050.000101
2081980,-4704.066112
2084099,-4704.066112
2084123,-4774.090152
2085485,-3017.738667
2085588,-6064.840300
2086245,-5441.802687
2086823,-3023.309763
2089725,-4451.452415
2090005,-4275.086794
2092525,-4454.746035
2093902,-6164.239645
2094583,-7224.743035
2095811,-4454.340588
2095915,-5729.096066
2095982,-6762.956089
2096007,-6814.855919
2099835,-5547.983150
2100762,-4669.859797
2101827,-4422.450074
2105398,-4451.846331
2106030,-4624.362812
2106449,-4624.362812
2106459,-4516.719362
2107944,-4516.719362
2107963,-4250.820675
2108108,-4455.698722
2108247,-4246.968284
2112125,-5087.789335
2112278,-4145.746089
2112364,-5909.584141
2113081,-5112.740984
2113536,-5075.795887
2113754,-5075.795887
2114149,-4146.212834
2115471,-5140.233888
2116154,-3556.936194
2116798,-3556.936194
2117171,-4509.826388
2117349,-4020.668355
2117653,-6316.374529
2119815,-7103.074948
2120175,-5109.589264
2121354,-5423.840931
2127385,-6155.589678
2127890,-5498.097717
2128986,-5571.910672
2129227,-3645.414694
2129789,-3645.414694
2129925,-5374.639158
2130197,-5724.899316
2130884,-6646.964563
2130902,-4409.071230
2131112,-4409.071230
2131376,-5459.343161
2132241,-5825.225523
2133777,-4211.214727
2134690,-4413.690621
2135022,-5519.995319
2135276,-4209.671124
2135634,-4374.857847
2136519,-5398.179074
2137060,-4409.808172
2137277,-4409.808172
2137871,-5398.179074
2138946,-5625.442687
2141720,-4669.860867
2142427,-4669.860867
2142911,-4205.395885
2143160,-4795.503283
2143330,-6268.907627
2143646,-4205.395885
2145477,-5111.554171
2148413,-5536.739721
2149180,-5848.973946
2149884,-4792.791443
2150455,-4005.668439
2150785,-6088.744816
2151129,-4006.047077
2153692,-5334.384564
2157582,-6831.179301
2159101,-6067.782808
2160197,-5535.346629
2160448,-7155.692070
2165672,-6566.751142
2168286,-4294.546161
2168579,-4294.546161
2179410,-4803.122130
2179417,-4803.122130
2181417,-6195.200446
2182594,-3945.420700
2183022,-7351.839228
2183345,-3947.046463
2184326,-4924.736196
2188771,-5588.541668
2193937,-4870.238572
2195435,-6421.696140
2196572,-6015.127459
2201442,-4753.604393
2202068,-4753.604393
2203995,-4360.251403
2204117,-4360.251403
2204635,-6355.733762
2210409,-5352.339859
2214441,-4468.850242
2215509,-4468.850242
2217785,-5528.764392
2221203,-5353.174290
2222195,-5527.929960
2224390,-5837.730841
2224400,-5357.569755
2225764,-4649.792520
2225768,-5295.774672
2227133,-6543.563225
2227165,-4289.483996
2227624,-4289.483996
2230850,-4206.550698
2232279,-6882.986549
2233446,-5294.964869
2233557,-4205.198532
2235578,-7104.998802
2238244,-6652.636378
2238805,-4654.211240
2239407,-3711.375792
2239882,-4420.888323
2240208,-3902.383983
2240311,-4755.081096
2240521,-3713.015546
2240537,-3906.627393
2241019,-4420.484001
2243619,-5158.721776
2244683,-6586.737447
2245936,-6259.439032
2247687,-5703.952281
2248175,-5715.645412
2250214,-5271.077366
2250983,-6128.388879
2251385,-5411.704577
2251447,-5095.303914
2252435,-6439.461504
2253467,-4818.591771
2253781,-4213.097318
2254510,-3980.868417
2255072,-3980.868417
2255157,-5840.100772
2257825,-5096.552859
2258138,-5015.389032
2259343,-4504.410558
2261994,-5842.216766
2263822,-4503.173761
2266108,-4405.745532
2266637,-4405.745532
2266772,-5356.611242
2267776,-5016.090590
2270245,-7063.444925
2271531,-5938.950064
2276003,-5910.631262
2276823,-5170.384267
2277916,-3378.556098
2280422,-3378.556098
2281838,-5419.400925
2288902,-3842.809453
2289575,-3842.809453
2293144,-7004.362624
2293260,-6237.254567
2293958,-5397.794095
2294598,-4186.458617
2294777,-4186.458617
2294975,-5171.697277
2295963,-5950.763808
2297087,-5959.508973
2300399,-4598.512154
2301150,-4358.960267
